id,name,state_code,latitude,longitude,year_founded,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
c:54585,Cartavi,Other,41.800255,-88.149362,2009,3.8685,3.8685,3.8301,4.0877,7,1,1226270,2,enterprise,0,1,0,0,0,0,1,1,acquired
c:11507,Cramster,CA,34.147047,-118.148896,2002,6.737,8.2877,6.7534,6.7534,5,2,9000000,1,web,0,0,1,1,0,0,1,0,acquired
c:24860,Certify Data Systems,CA,37.317847,-121.948469,2004,4.6521,8.1288,6.0055,6.0055,4,4,7210210,1,enterprise,1,0,1,1,0,0,1,0,acquired
c:148750,Wheelz,CA,37.779281,-122.419236,2011,0.7397,1.1425,0.5808,0.5808,15,2,15700000,1,other,0,0,1,0,0,0,3,1,acquired
c:45611,CentrePath,MA,42.37564,-71.2358,2000,5.6849,6.3151,5.0055,5.0055,4,2,15050000,1,software,1,0,0,0,1,0,2.5,1,acquired
c:4106,VoxPop Network Corporation,CA,37.8093381,-122.4166061,2006,0.7479,2.7507,1.5836,4.5315,5,2,3500000,2,games_video,0,0,1,1,0,0,3,1,acquired
c:17775,OpVista,CA,37.43841079999999,-121.9240273,2000,6.4767,7.3507,5.0055,5.0055,2,2,43000000,1,software,0,0,0,0,1,1,1,1,closed
c:144,Metaweb Technologies,CA,37.775196,-122.419204,2005,1.1616,3.0384,3.2658,5.5397,7,2,57000000,2,web,0,0,1,1,0,0,3.5,1,acquired
c:13046,DocVerse,CA,37.78811500000001,-122.397141,2007,0.8932,0.8932,0.8329,4.2137,8,1,1300000,4,web,0,1,0,0,0,0,4,1,acquired
c:40,Veoh,CA,32.902266,-117.20834,2004,1.4986,4.4247,4.0877,9.737,15,4,69750000,4,games_video,0,0,1,1,1,1,5,1,acquired
c:26460,BzzAgent,MA,42.341899,-71.065924,2001,3,5.0027,9.6247,10.3945,16,2,14500000,2,advertising,0,1,0,1,0,0,2,1,acquired
c:15887,Hammerhead Systems,CA,37.40006,-122.049689,2002,4.0849,5.5836,,,2,2,48000000,0,other,0,0,0,0,1,1,6,1,closed
c:36742,ThermalTherapeuticSystems,Other,40.418851,-79.904163,2006,3.5041,5.4438,,,3,2,3508462,0,other,1,0,1,0,0,0,3,1,closed
c:3962,GuardianEdge Technologies,CA,37.778613,-122.395289,2002,3.4301,5.5589,7.8384,7.8384,10,3,19500000,1,software,0,0,1,1,0,0,3.3333,1,acquired
c:162116,Gradient X,CA,34.019657,-118.487549,2012,0.4685,0.4685,1.1041,1.6795,5,1,3750000,3,mobile,0,0,0,0,0,0,9,1,acquired
c:55044,ezzai - how to arabia,Other,41.817807,-88.173402,2010,0,0,,,1,1,45000000,0,web,0,0,0,0,0,0,2,0,closed
c:7207,rPath,Other,35.79181,-78.74123,2005,0.8164,5.5616,4.5562,7.9863,8,4,32500000,3,enterprise,0,0,1,1,1,1,2.75,1,closed
c:863,Boomi,Other,40.063476,-75.457492,2000,1.8384,8.3397,5.674,13.5562,4,2,4900000,5,enterprise,0,1,0,1,0,0,1.5,1,acquired
c:16066,VoloMedia,CA,37.382376,-122.037607,2005,2.2986,3.211,3.5945,4.5753,4,2,12000000,3,advertising,0,0,0,1,1,0,2,1,closed
c:220,Flixster,CA,37.76690900000001,-122.406676,2006,0.0329,2.2055,4.5151,6.9123,12,3,7175000,6,web,0,1,1,1,0,0,2.6667,1,acquired
c:54,Wesabe,CA,37.793148,-122.402567,2005,1.1699,1.4986,0.0849,5.3863,3,2,4700000,4,web,0,1,1,0,0,0,1.5,1,closed
c:9730,OfferLounge,CA,26.0524615,-80.1378809,2008,0,0,,,3,1,120000,0,other,0,1,0,0,0,0,2,0,closed
c:3122,NeoEdge Networks,CA,37.393679,-122.079017,2002,5.1041,8.6411,5.6712,6.8986,10,3,10000000,2,advertising,1,0,0,1,0,0,1.6667,0,acquired
c:36579,SemiSouth Laboratories,TX,30.435079,-97.770139,2000,4.9562,10.3151,,,0,4,39000000,0,other,1,0,1,0,0,0,3,0,closed
c:43327,Camiant,MA,42.345927,-71.552287,2003,2.2411,4.0301,,,3,2,16100000,0,software,0,0,0,1,1,0,2.5,1,acquired
c:1789,NuConomy,CA,37.795191,-122.430411,2006,1.2466,2.0849,2.4986,5.3233,4,2,3300000,3,advertising,0,1,1,0,0,0,2,1,acquired
c:38339,Flowtown,CA,37.779281,-122.419236,2009,1.5616,1.5616,1.2438,1.7726,6,1,750000,3,other,0,1,0,0,0,0,9,1,acquired
c:13410,GlobalCrypto,Other,33.776834,-84.3895875,2006,2.4493,2.4493,,,0,2,1000000,0,software,1,1,0,0,0,0,2,0,closed
c:43915,Bioenvision,NY,40.730646,-73.986614,1996,11.3342,11.3342,,,3,1,7410000,0,biotech,1,0,0,0,0,0,3,1,closed
c:37712,Teranetics,CA,37.404788,-121.940842,2000,6.8932,10.4082,,,5,3,52800000,0,other,1,0,0,0,1,0,5.3333,1,acquired
c:3288,WebVisible,CA,33.97279,-118.427578,2001,4.6685,9.1178,9.7534,12.8027,33,3,37000000,4,software,0,0,1,1,1,0,1.3333,1,closed
c:10179,GoodGuide,CA,37.7983181,-122.4000032,2007,1.137,3.737,2.463,3.2164,14,3,14229998,3,web,0,0,1,1,0,0,3,1,acquired
c:33869,ViVu,CA,37.320309,-122.05004,2009,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,other,0,0,1,1,0,0,2.5,1,acquired
c:21528,avVenta,NY,40.730646,-73.986614,2005,4.0384,4.0384,6.0027,6.0027,10,1,20000000,1,advertising,0,0,1,0,0,0,1,0,acquired
c:30820,DiJiPOP,Other,51.43247,-2.664213,2008,0.7479,2.0959,1.6548,2.0959,6,2,2000000,3,advertising,0,1,0,0,0,0,1.5,1,acquired
c:25782,Layer 7 Technologies,Other,38.897976,-77.028561,2003,3.8192,6.0932,9.0055,9.7726,3,2,19900000,2,software,1,0,0,1,0,0,2,1,acquired
c:278,DeliveryEdge,CA,37.781689,-122.391061,2006,1.2493,1.2493,2.589,2.589,6,1,1500000,1,ecommerce,0,0,0,0,0,0,1,0,closed
c:75500,Solmentum,CA,37.779281,-122.419236,2009,0,0,1.2521,1.2521,4,1,325000,1,other,0,1,0,0,0,0,4,0,closed
c:67806,Pipewise,CA,37.787249,-122.3990501,2010,0.463,0.463,1.2795,1.8192,16,1,3500000,2,enterprise,0,0,1,0,0,0,5,1,closed
c:1212,GridNetworks,Other,47.602873,-122.336132,2004,2.0027,4.3863,1.5836,4.1918,7,4,30000000,2,other,0,1,1,1,0,0,2,1,closed
c:31754,MAP Pharmaceuticals,CA,39.78373,-100.445882,2003,4.2384,4.2384,,,1,1,50000000,0,biotech,0,0,0,0,0,1,6,1,acquired
c:25307,"ORCA, Inc.",NY,40.745003,-73.983229,2008,1.4712,1.4712,1.0027,1.4712,5,1,2000000,2,ecommerce,0,0,1,0,0,0,3,1,acquired
c:1870,Amobee,CA,37.52845,-122.263721,2005,1.5041,5.8356,6.1699,8.3534,25,6,72000000,2,advertising,1,0,1,1,1,1,2.3333,1,acquired
c:27285,KOTURA,CA,34.045919,-118.16525,2004,1.6849,5.8493,8.4219,8.4219,4,3,27690547,1,other,0,0,0,1,1,1,4.5,1,acquired
c:48640,Auvitek International,TX,33.068275,-96.711101,2004,2.189,2.189,,,32,1,9000000,0,other,0,0,0,1,0,0,4,1,closed
c:18470,Outright,CA,37.287285,-121.942932,2008,0.4192,1.4658,3.1315,4.137,12,2,7500000,3,enterprise,0,0,1,0,0,0,3.5,1,acquired
c:21395,Phurnace Software,TX,30.271393,-97.748623,2007,0.6932,1.4986,3.4164,3.4164,9,2,10000000,1,software,0,0,1,0,0,0,2,1,acquired
c:25132,FastSoft,CA,34.142973,-118.140553,2006,1.4411,6.6795,2,2,7,4,5965000,1,software,1,0,1,0,0,0,1,0,acquired
c:17429,Speedshape,Other,42.548008,-83.214753,2003,5.1397,5.1397,7.0055,7.0055,2,1,5000000,1,advertising,1,0,0,0,0,0,1,0,closed
c:487,BlueLithium,CA,37.32052,-121.948399,2004,1.0877,1.0877,5.0959,7.3863,15,1,11500000,2,advertising,0,0,1,0,0,0,2,1,acquired
c:40665,Media Chaperone,Other,41.875555,-87.624421,2009,1.0356,2.1479,1.5808,1.5808,2,2,1050000,1,web,1,0,0,0,0,0,1,0,closed
c:2972,Giant Realm,NY,40.7566658,-73.9827553,2007,1.1644,1.3507,1.3507,3.3315,13,2,5500000,2,web,0,0,1,0,0,0,2,1,acquired
c:1832,Invite Media,Other,39.951311,-75.169522,2007,0.8301,2.8329,1.0877,3.337,17,3,5000000,4,advertising,0,1,1,0,0,0,1.6667,1,acquired
c:17512,Appscio,CA,36.9397206,-121.7768449,2006,1.2137,3.0082,,,4,2,7000000,0,software,0,0,1,0,0,0,2,0,closed
c:833,Eons,MA,42.375219,-71.056101,2005,1.2466,2.1616,2,3.8137,14,2,32000000,4,other,0,0,1,1,0,0,3.5,1,closed
c:615,LocaModa,MA,42.358822,-71.104329,2007,0.7123,4.2301,2.6685,3.0575,8,3,7900000,2,advertising,0,0,1,0,0,0,2,0,acquired
c:1731,Meraki,CA,37.392443,-122.072517,2006,0.6685,6.2795,2.7945,7.4493,16,5,80000000,3,other,0,1,1,1,1,1,2.25,1,acquired
c:39755,MPOWER Mobile,TX,30.280148,-97.749908,2005,4.8247,4.8247,0.2466,0.2466,1,1,5000000,1,mobile,1,0,0,0,0,0,1,1,closed
c:134,Haute Secure,Other,47.638456,-122.356965,2006,1,3.1863,2.4301,7.6247,5,2,2100000,3,other,0,1,1,0,0,0,1.5,1,acquired
c:6313,Intelliworks,Other,39.116333,-77.181307,2004,0.2055,4.3973,3.4164,3.4164,6,4,22250000,1,enterprise,0,0,1,1,1,1,2.5,1,acquired
c:2566,Kluster,NY,40.723652,-73.985281,2008,0,0,3.5918,4.326,0,1,1000000,2,web,0,1,0,0,0,0,1,1,acquired
c:47440,International Battery,Other,40.602206,-75.471279,2008,2.3452,2.3452,,,0,1,35000000,0,other,0,0,0,0,1,0,1,0,closed
c:44,Jingle Networks,NY,37.480999,-122.173887,2005,0.0822,4.326,3.663,5.611,12,7,88651133,5,mobile,1,1,1,1,1,1,3.1667,1,acquired
c:30527,SemEquip,MA,42.5656454,-71.3222696,2000,5.5945,5.5945,,,3,1,26000000,0,other,1,0,0,0,0,0,2,1,acquired
c:83176,ItsGoinOn,CA,34.054935,-118.244476,2010,0.6712,0.6712,0,0.7562,3,1,100000,2,games_video,0,1,0,0,0,0,1,0,closed
c:20488,mSnap,Other,39.750152,-104.996438,2005,1,1,3.811,4.9178,6,1,5000000,3,mobile,0,0,1,0,0,0,1,1,acquired
c:24570,Biofisica,Other,34.062588,-84.16923,2000,6.8356,8.3096,,,5,2,7300000,0,biotech,1,0,1,0,0,0,3,1,closed
c:20506,Ardian,CA,37.406914,-122.09037,2003,2.0027,6.2274,4.0027,10.7616,8,3,64080000,2,biotech,0,0,1,1,1,0,4,1,acquired
c:23192,Canopy Financial,CA,37.791388,-122.392148,2004,4.0027,5.7534,5.9233,6,6,4,89500000,2,other,0,0,0,1,1,0,1,1,closed
c:38,Kyte,CA,37.788482,-122.409173,2006,0.5808,5.2521,3.0877,4.1699,11,4,23350000,2,games_video,0,1,1,1,0,0,3,1,acquired
c:7376,Ounce Labs,MA,42.393662,-71.255855,2002,3.6877,5.9644,,,7,2,13500000,0,software,1,0,0,0,1,0,2.5,1,acquired
c:16070,Crossbeam Systems,MA,42.496515,-71.480233,2000,7.3534,8.126,11.0329,11.0575,13,2,24500000,2,other,0,0,0,0,0,0,5.5,1,acquired
c:53814,PacketHop,CA,37.534538,-122.252466,2002,3.6027,3.6027,3.0027,3.0027,2,1,10000000,1,other,0,0,0,0,1,0,4,1,closed
c:24040,DynaPump,TX,30.161661,-95.471256,1992,16.4192,16.4192,,,0,1,6000000,0,other,0,0,0,1,0,0,3,0,closed
c:40762,Immunet Corporation,CA,37.424298,-122.139809,2008,1.337,1.337,1.3479,1.3479,3,1,2000000,1,software,0,0,1,0,0,0,2,1,acquired
c:75008,CopperEgg Corporation,TX,30.280148,-97.749908,2010,1.1123,1.937,0,1.1123,3,2,4100000,2,enterprise,0,0,1,0,0,0,1.5,1,acquired
c:197,Wink,CA,37.40047,-122.072981,2004,0.3699,0.3699,1.9507,8.3178,5,1,6200000,4,other,0,0,1,0,0,0,2,1,acquired
c:3087,PopularMedia,CA,37.767575,-122.411157,2003,4.0877,5.5753,4.0027,4.0027,8,2,12250000,1,advertising,0,0,0,1,1,0,2.5,1,acquired
c:23098,Miyowa,CA,37.779281,-122.419236,2003,3.3945,5.0712,5.7233,8.7342,3,2,11725600,2,mobile,0,0,1,1,0,0,2,1,acquired
c:45792,Intrusic,MA,42.504817,-71.195611,2001,4.3151,5.8301,,,1,2,16000000,0,software,0,0,1,1,0,0,3,1,closed
c:37215,Dashwire,Other,47.603832,-122.330062,2006,2.4767,4.3836,3.3945,4.9863,10,3,5056559,2,mobile,1,0,1,0,0,0,1.6667,1,acquired
c:314,Reddit,CA,37.780883,-122.395257,2005,0.4137,0.4137,6.8329,8.874,9,1,100000,3,web,0,1,0,0,0,0,1,1,acquired
c:3991,Pure Digital Technologies,CA,37.779281,-122.419236,2001,2.3342,6.9671,4.0027,8.3014,11,3,68200000,3,other,1,1,0,0,0,0,4,1,acquired
c:16892,Voxify,CA,37.789429,-122.276524,2001,4.0877,9.3068,6.0027,6.0027,5,3,33000000,1,enterprise,1,0,0,1,0,1,3.6667,1,acquired
c:38460,EvoApp,Other,35.986906,-78.896718,2009,1.7863,3.3014,2.0822,2.3288,8,3,3352194,2,other,0,1,1,0,0,0,9.5,0,closed
c:36484,Calibra Medical,CA,37.484347,-122.225803,2004,5.9014,7.2904,,,1,4,19800000,0,biotech,1,0,0,0,0,1,5,1,acquired
c:47270,Offermatic,CA,37.566009,-122.321646,2010,0.8301,1.0986,1.1014,1.1616,6,2,4500000,2,web,0,1,1,0,0,0,3,1,closed
c:17433,HiWired,MA,42.2960173,-71.2128734,2004,4.0027,4.0055,4.0027,4.0027,2,2,14000000,1,software,1,0,0,1,0,0,1.5,1,acquired
c:144687,DateMyFamily.com,Other,26.106273,-80.41894,2011,0.0548,0.0548,0.0685,0.4,4,1,100000,2,other,0,1,0,0,0,0,1,0,closed
c:6592,Hyperic,CA,37.4027811,-122.1441615,2004,2.3562,3.4274,3.0027,5.3425,4,2,9900000,2,software,0,0,1,1,0,0,2,1,acquired
c:34545,Optimal,CA,37.779281,-122.419236,2008,0,5.063,5.0055,5.7945,10,3,7600000,2,advertising,0,0,1,1,0,0,5,1,acquired
c:17030,SendMeHome.com,CA,34.430786,-119.715074,2008,0,0,0.737,0.737,2,1,50000,1,games_video,0,1,0,0,0,0,2,0,closed
c:10610,Geodelic Systems,CA,34.005914000000004,-118.488129,2008,0.9178,2.7288,2.4164,2.7288,8,3,10500000,3,mobile,1,0,1,1,0,0,2,1,closed
c:68470,BlockBeacon,CA,34.019657,-118.487549,2012,0.4712,0.4712,0,0.9178,12,1,500000,2,web,0,1,0,0,0,0,1,0,acquired
c:10197,PostPath,CA,37.390501,-122.081151,2003,1.9342,4.0438,2.0027,10.189,2,2,24300000,3,web,0,0,0,1,1,0,2.5,1,acquired
c:33771,Attune Systems,CA,37.386778,-121.966277,1999,7.4904,7.874,7.0055,7.0055,6,2,18000000,1,other,1,0,0,1,0,0,4,1,closed
c:437,TokBox,CA,37.779507,-122.39071,2007,0.6548,3.5452,3.8438,6.5589,27,3,26000000,5,other,0,0,1,1,1,0,3.6667,1,acquired
c:15870,Avega Systems,CA,37.391642,-122.093935,2005,2.2466,5.0356,,,2,2,9500000,0,other,1,0,0,1,0,0,3,1,closed
c:20062,Heartscape,Other,39.2328783,-76.8204666,2000,7.3151,7.3151,5.0055,5.0055,6,1,16980999,1,biotech,0,0,0,1,0,0,1,1,acquired
c:281,PeerMe,CA,37.419819,-122.090188,2004,1.0027,1.0027,1.1644,3.5699,2,1,5000000,2,games_video,0,0,1,0,0,0,3,0,closed
c:19869,Pacinian,Other,47.657943,-117.421226,2007,1.6712,1.6712,,,3,1,350000,0,other,1,0,0,0,0,0,1,0,closed
c:8251,neoSaej,MA,42.485691,-71.19862,2006,1.2384,4.9726,1,1,1,5,13130000,1,web,1,0,1,0,0,0,2,1,closed
c:60243,Kiha Software,Other,39.78373,-100.445882,2008,2.8247,2.8247,0,2.8219,1,1,20000000,2,software,0,0,1,0,0,0,1,0,closed
c:513,Vlingo,MA,42.372912,-71.118999,2006,0.5014,3.2959,2.0685,6.9973,18,3,26500000,4,mobile,1,0,1,1,0,0,2,1,acquired
c:19483,Tizor Systems,MA,42.432106,-71.453968,2002,3.6986,4.1041,,,4,2,15000000,0,enterprise,0,0,0,1,0,0,5,1,acquired
c:49341,Cerona Networks,Other,39.414219,-77.410927,2002,4.3041,4.3041,,,0,1,2600000,0,other,0,0,1,0,0,0,1,0,closed
c:31764,Oorja Protonics,CA,37.54827,-121.988572,2004,2.3973,6.0329,,,1,4,21470000,0,other,0,0,1,1,0,0,3.5,1,closed
c:51969,Hurricane Party,TX,30.280148,-97.749908,2010,0,0,0.274,0.863,5,1,20000,2,mobile,0,1,0,0,0,0,1,0,closed
c:1284,Minekey,CA,37.384239,-122.012475,2005,1.9151,2.5808,2,6.9178,10,2,3600000,3,web,0,1,1,0,0,0,1,0,closed
c:24029,Blip,NY,40.728425,-73.999882,2005,0.8329,7.2521,8.0055,8.4,23,7,27300000,4,games_video,0,1,1,1,1,1,2,1,acquired
c:166772,Fabkids,CA,37.779281,-122.419236,2012,0.5863,0.5863,1.0493,1.0493,8,1,2600000,1,ecommerce,0,0,1,0,0,0,2,0,acquired
c:59709,CafeBots,CA,37.424298,-122.139809,2010,0.8027,0.8027,0,1.411,5,1,5000000,2,web,0,0,1,0,0,0,1,1,closed
c:11888,Avaak,CA,32.897274,-117.201076,2004,4.7589,6.2247,3.6685,6.2247,2,2,17000000,2,mobile,0,0,1,1,0,0,3.5,1,acquired
c:158294,Newfield Design,Other,43.643967,-70.923675,2008,4.3699,4.3699,,,0,1,662000,0,other,0,0,1,0,0,0,3,0,closed
c:58550,Savored,NY,40.73901,-73.997259,2010,0,1.0247,2.0055,2.7315,12,2,3750000,2,other,0,1,1,0,0,0,4,1,acquired
c:4,Digg,CA,37.764726,-122.394523,2004,0.9726,6.7534,5.2466,9.1534,57,4,45000000,8,other,0,0,1,1,1,1,4.6667,1,acquired
c:1475,Songza,NY,40.74731129999999,-73.9549182,2007,3.8849,5.863,2.8356,6.1123,9,2,6700000,4,other,1,0,0,0,0,0,8,1,acquired
c:23134,Bigfoot Networks,CA,37.536402,-122.325129,2006,0.1753,3.8795,2,4.474,12,3,20750000,2,other,1,0,1,1,0,0,2.3333,1,acquired
c:453,Kongregate,CA,37.786942,-122.401245,2006,1.1616,7.5041,,,5,4,19000000,0,games_video,0,0,1,1,1,0,2,1,acquired
c:282,Kiptronic,CA,37.792394,-122.402349,2005,0.5041,3.0986,2.2384,3.7562,10,3,7300000,3,advertising,0,1,1,1,0,0,2,1,acquired
c:6340,Cozi Group,Other,39.78373,-100.445882,2005,0.7479,7.8247,4.3151,5.9041,16,7,26390819,3,web,1,0,1,1,0,0,1.3333,1,closed
c:9599,Likewise Software,Other,47.582658,-122.135282,2004,4.4959,4.4959,,,4,1,10000000,0,software,0,0,0,0,1,0,3,1,acquired
c:63621,Lifestander,NY,40.73901,-73.997259,2010,0.0849,0.0849,0,0,1,1,31000,1,web,0,1,0,0,0,0,2,0,closed
c:251,Jaxtr,CA,37.451026,-122.18676,2005,1.7479,2.7288,1.7479,6.1452,16,3,21500000,4,mobile,0,0,1,1,0,0,3.3333,1,acquired
c:12285,MX Logic,Other,39.540323,-104.857271,2002,4.8521,4.8521,6.5863,6.5863,5,1,4000000,1,other,0,0,0,0,0,0,5,1,acquired
c:885,Metaplace,CA,33.020832,-117.077311,2006,0.5041,3.7068,2.9863,4.0219,5,3,9400000,4,games_video,1,0,1,1,0,0,4,1,acquired
c:1704,TravelMuse,NY,37.402802,-122.117418,2007,0.0411,2.1288,1.7562,4.874,9,3,5600000,4,web,0,0,1,1,0,0,2,1,acquired
c:5986,Jambool,CA,37.782101,-122.389519,2006,2.0027,3.0466,3.5836,5.4767,9,2,6000000,2,other,0,0,1,1,0,0,2.5,1,acquired
c:23756,Zipcar,Other,33.7862629,-84.3877936,2000,2.137,10.1288,10.4164,12.1863,35,4,60704370,3,other,1,0,0,1,0,1,2,1,acquired
c:43172,Hitpost,CA,37.78227879999999,-122.392978,2009,0.7534,3.0712,3.9178,4.5041,16,3,2000000,2,other,0,1,0,0,0,0,3.6667,1,acquired
c:20637,Home-Account,CA,37.778551,-122.391686,2008,0.4548,0.7041,0.5808,1.737,5,2,1000000,3,other,1,0,1,0,0,0,5.5,1,acquired
c:20033,PayParade Pictures,Other,40.012771,-75.239234,2007,1.126,1.4055,0.7918,1.3973,3,2,200000,2,games_video,0,1,1,0,0,0,2,1,closed
c:13504,Planet Metrics,CA,37.628328,-122.420814,2007,1.8658,1.8658,0,1.863,2,1,2300000,2,other,0,0,1,0,0,0,2,1,closed
c:3185,kwiry,CA,37.7885714,-122.4035985,2006,2.2164,2.2164,0.7479,3.4164,5,1,1000000,4,mobile,0,0,1,0,0,0,1,1,closed
c:725,imeem,CA,37.779624,-122.391236,2003,0.8356,5.7534,4.9781,7.0301,13,5,24750000,3,other,1,1,1,1,0,0,2.4,1,acquired
c:13921,Amadesa,Other,42.055849,-87.694664,2005,2.5534,6.3945,6.6356,6.6356,15,2,12800000,1,software,0,0,1,1,0,0,2,1,closed
c:24549,Cast Iron Systems,CA,37.4305755,-122.0971389,2001,4.2384,6.5753,7.0027,7.0027,10,2,30500000,1,enterprise,0,0,0,0,0,1,4.5,1,acquired
c:5952,Aptera,CA,33.133524,-117.254593,2003,5.5671,8.5342,5.6055,7.8384,3,3,36300000,2,other,1,0,0,0,1,0,1.5,1,closed
c:43183,RentJuice,CA,37.779281,-122.419236,2008,2.1726,3.0849,3.0877,4.7753,7,3,6693782,3,other,1,0,0,0,0,0,1.6667,1,acquired
c:41968,Verari Systems,CA,32.901049,-117.192656,1996,11.4329,11.4329,,,1,1,20000000,0,other,0,0,0,0,1,0,5,1,closed
c:5485,Parascale,CA,37.316653,-122.05074,2005,3.4767,3.4767,3.6849,5.6274,8,1,11370000,3,other,0,0,1,0,0,0,2,1,acquired
c:9,Geni,CA,34.090368,-118.393064,2006,0.5863,2.6384,3.5425,6.0712,13,3,16500000,4,web,0,0,1,1,1,0,1.3333,1,acquired
c:15129,Zentact,CA,37.794891,-122.397901,2008,0,0,3.411,3.411,3,1,250000,1,other,0,1,0,0,0,0,3,0,closed
c:339,Outside.in,NY,40.70438220000001,-73.9865717,2006,0.5041,3.3562,3.4219,7.2274,9,5,14400000,5,web,0,1,1,1,0,0,5.8,1,acquired
c:967,Salesforce Buddy Media,NY,40.756054,-73.986951,2007,0,3.9562,4.7616,5.1507,24,5,90000000,3,enterprise,1,0,1,1,1,1,3.8,1,acquired
c:2925,Vizu Corporation,CA,37.797435,-122.403175,2005,1.0164,7.1534,5.6959,8.1781,10,4,13075000,2,advertising,0,0,1,1,0,0,4,1,acquired
c:69834,DynamicOps,MA,42.504817,-71.195611,2008,3.1616,3.6904,3.0027,4.5041,6,2,16300000,2,enterprise,0,0,0,1,0,0,2,1,acquired
c:44434,Movero Technology,TX,30.409765000000004,-97.75101,2003,4.4521,7.2274,7.0055,7.0055,5,2,5992316,1,enterprise,1,0,1,0,0,0,2,0,acquired
c:40417,Elevation Pharmaceuticals,CA,32.962655,-117.189656,2007,3.0575,5.011,,,2,4,89400001,0,biotech,1,0,1,1,0,0,4.3333,1,acquired
c:18897,Punch Entertainment,CA,37.4233698,-122.0986859,2005,0.8027,0.8027,5.3151,5.3151,4,1,1200000,1,software,0,0,1,0,0,0,1,0,closed
c:43416,Stickybits,NY,40.729839,-73.991781,2009,1.1836,1.3781,1.3288,3.1096,7,2,1900000,2,web,0,1,1,0,0,0,2.5,1,closed
c:23692,Ecast,CA,37.779281,-122.419236,1999,9.3534,12.4055,7.0055,11.3836,9,3,30300000,2,games_video,1,0,0,0,0,1,4.5,1,closed
c:28162,lifeIO,NY,40.730646,-73.986614,2006,2.0027,2.0027,,,4,1,500000,0,web,0,1,0,0,0,0,5,0,closed
c:1587,EdgeCast Networks,CA,34.049767,-118.459387,2006,0,6.9671,6.4247,7.3562,19,5,74000000,2,other,0,1,1,1,1,1,1.75,1,acquired
c:26988,Sirific Wireless,TX,32.945353999999995,-96.708874,2000,7.1205,7.1205,,,3,1,18800000,0,other,0,0,0,0,1,0,7,1,acquired
c:32094,ZoomSafer,Other,38.969532,-77.385948,2009,0.1616,2.1781,1.5096,2.1781,3,4,3350000,2,mobile,0,1,1,1,0,0,1.5,0,acquired
c:39364,AkaRx,Other,40.944543,-74.075419,2005,5.0192,5.0192,,,1,1,26100000,0,biotech,1,0,0,0,0,0,2,1,acquired
c:51623,Lama Lab,Other,40.441694,-79.990086,2009,1.411,2.5151,,,0,2,1213066,0,enterprise,1,0,0,0,0,0,1,1,closed
c:8676,Buysight,CA,37.425359,-122.1389633,2008,0.8438,4.2219,0.7616,4.9288,18,3,24030000,3,advertising,0,0,1,1,0,0,3.6667,1,acquired
c:767,TripIt,CA,37.764169,-122.402021,2006,0.4986,3.4247,1.9863,5.9616,14,3,13100000,5,other,0,1,0,1,1,0,1.6667,1,acquired
c:6011,Pinch Media,NY,40.757929,-73.985506,2008,0.0822,1.7671,0.3014,5.0082,6,3,560001,5,software,1,1,0,0,0,0,3.5,1,acquired
c:31794,Enstratius,Other,44.9773,-93.265469,2009,2.8493,2.8493,2.9068,4.1918,7,1,3500000,3,enterprise,0,0,1,0,0,0,2,1,acquired
c:10054,Jumptap,MA,42.368633,-71.075305,2005,0.1616,7.5041,7.0521,8.6192,45,7,121500000,3,mobile,1,0,1,1,1,1,4.5,1,acquired
c:14036,WiChorus,CA,37.40909600000001,-121.943191,2005,0.9726,3.8438,2,2,18,4,42500000,1,mobile,1,0,1,1,1,0,2.5,1,acquired
c:38123,Hatteras Networks,Other,35.996653,-78.901805,2000,5.4384,6.4192,6.0055,6.0055,26,2,36000000,1,software,1,0,0,0,0,1,3.5,1,acquired
c:16709,Focus,CA,37.793949,-122.398062,2005,2.5973,2.5973,2.9178,5.4822,7,1,12170000,2,enterprise,0,0,0,0,1,0,3,1,closed
c:46901,easy2comply (Dynasec),NY,40.730646,-73.986614,2002,5.7534,5.7534,8.0055,9.8356,4,1,1000000,2,software,0,0,1,0,0,0,3,1,acquired
c:13219,Clearwire,Other,30.6324797,-86.9843446,2003,4.6,9.4164,5.2575,9.7753,19,4,5700000000,2,mobile,0,0,0,0,0,0,4.25,1,acquired
c:44576,CREDANT Technologies,TX,32.960431,-96.83026,2001,6.9699,6.9699,0.0849,11.9699,6,1,5000000,2,other,0,0,0,0,1,0,5,1,acquired
c:55043,Exclusively.in,NY,40.750519,-73.993494,2010,0.8384,1.4055,1.6356,1.6356,4,2,18800000,1,other,0,0,1,1,0,0,2.5,1,acquired
c:31832,Avidia,CA,37.406914,-122.09037,2003,2.3452,3.3534,,,3,2,72300000,0,advertising,0,0,0,1,1,0,4.5,1,acquired
c:42672,Octavian,MA,42.479262,-71.152277,2003,2.4164,4.7753,4.0027,4.0027,2,2,15000000,1,software,0,0,1,1,0,0,2.5,1,closed
c:130,KickApps,NY,40.75166110000001,-73.9843328,2004,2.2521,4.7397,5.337,7.274,22,3,39007789,5,enterprise,0,0,1,1,1,0,3,1,acquired
