application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
1090,Female,TRUE,3.21,Humanities,,680,5,Nonprofit/Gov,Denied
1091,Female,TRUE,3.38,Business,,700,6,Financial Services,Denied
1092,Male,FALSE,3.29,Business,White,670,5,PE/VC,Denied
1093,Male,FALSE,2.93,Humanities,Asian,570,6,Consulting,Denied
1094,Male,FALSE,3.03,STEM,White,660,5,Technology,Denied
1095,Female,FALSE,3.14,Business,White,570,6,Consulting,Denied
1096,Male,FALSE,3.31,STEM,Other,680,3,PE/VC,Admit
1097,Male,TRUE,3.21,Business,,620,5,Financial Services,Denied
1098,Female,TRUE,3.23,Business,,690,5,Investment Banking,Denied
1099,Male,FALSE,3.22,Business,Hispanic,620,4,Nonprofit/Gov,Denied
1100,Male,FALSE,3.07,STEM,Hispanic,580,8,Consulting,Denied
1101,Female,FALSE,3.29,Humanities,Asian,730,5,Nonprofit/Gov,Denied
1102,Male,FALSE,3.25,Humanities,White,730,5,Consulting,Denied
1103,Female,TRUE,3.06,Business,,660,6,Health Care,Denied
1104,Male,TRUE,3.35,Humanities,,720,5,Real Estate,Denied
1105,Female,FALSE,3.25,Humanities,White,620,5,Consulting,Denied
1106,Female,FALSE,3.13,Business,Asian,600,6,PE/VC,Denied
1107,Male,FALSE,3.25,STEM,Hispanic,610,5,Health Care,Denied
1108,Male,TRUE,3.04,STEM,,650,4,Consulting,Denied
1109,Male,FALSE,3.17,STEM,Asian,570,5,Investment Banking,Denied
1110,Male,FALSE,3.33,STEM,Other,700,5,PE/VC,Denied
1111,Male,FALSE,3.27,Business,Black,660,6,Technology,Denied
1112,Male,FALSE,3.34,Humanities,Other,610,5,PE/VC,Denied
1113,Male,FALSE,3.05,Humanities,Asian,620,4,PE/VC,Denied
1114,Male,TRUE,3.42,Business,,680,7,Real Estate,Denied
1115,Male,FALSE,3.22,STEM,Hispanic,630,6,Consulting,Denied
1116,Male,TRUE,3.14,Humanities,,730,5,Consulting,Denied
1117,Female,FALSE,3.31,Humanities,Black,660,4,Other,Denied
1118,Female,FALSE,3.57,Business,White,680,4,PE/VC,Admit
1119,Male,TRUE,3.45,Humanities,,660,4,Other,Denied
1120,Male,TRUE,3.07,STEM,,660,5,Investment Banking,Denied
1121,Female,FALSE,3.2,Business,White,610,5,Nonprofit/Gov,Denied
1122,Female,TRUE,3.35,Business,,700,6,Technology,Admit
1123,Female,TRUE,3.66,Humanities,,730,6,Health Care,Denied
1124,Female,TRUE,3.32,Humanities,,710,5,Nonprofit/Gov,Denied
1125,Male,FALSE,3.29,STEM,White,710,5,Financial Services,Admit
1126,Male,FALSE,3.07,Humanities,Black,640,6,PE/VC,Denied
1127,Male,FALSE,3.26,Humanities,Asian,670,5,Other,Admit
1128,Male,TRUE,3.41,Humanities,,640,5,PE/VC,Denied
1129,Male,TRUE,3.33,Business,,680,7,Investment Banking,Denied
1130,Male,FALSE,3.4,Business,Black,710,5,Health Care,Denied
1131,Female,FALSE,3.36,Business,White,610,5,PE/VC,Denied
1132,Female,TRUE,3.58,Humanities,,720,5,Media/Entertainment,Admit
1133,Male,FALSE,3.29,Humanities,Hispanic,660,4,Technology,Denied
1134,Male,FALSE,3.19,Humanities,White,640,4,Investment Banking,Denied
1135,Male,TRUE,3.43,Humanities,,720,3,Nonprofit/Gov,Denied
1136,Female,FALSE,3.25,STEM,Black,600,5,PE/VC,Denied
1137,Female,FALSE,3.16,Business,Black,610,4,Financial Services,Denied
1138,Female,FALSE,3.24,Business,Asian,580,6,PE/VC,Denied
1139,Male,FALSE,3.36,Humanities,Hispanic,690,5,Consulting,Denied
1140,Male,FALSE,3.13,Business,Hispanic,700,7,Consulting,Denied
1141,Female,FALSE,3.14,STEM,Asian,660,7,PE/VC,Denied
1142,Female,TRUE,3.29,Humanities,,690,5,PE/VC,Admit
1143,Female,FALSE,3.54,Humanities,Asian,710,4,Other,Denied
1144,Male,FALSE,3.24,Business,Hispanic,670,4,CPG,Denied
1145,Male,FALSE,2.97,Business,Hispanic,610,5,Consulting,Denied
1146,Female,FALSE,3.34,Business,Hispanic,630,4,Investment Banking,Denied
1147,Female,FALSE,3.39,STEM,Asian,700,4,Investment Banking,Admit
1148,Male,FALSE,3.21,Humanities,White,650,6,Investment Banking,Denied
1149,Male,TRUE,3.4,STEM,,750,4,Nonprofit/Gov,Admit
1150,Female,FALSE,3.08,STEM,Asian,660,5,Financial Services,Denied
1151,Male,TRUE,3.17,Business,,590,6,Consulting,Denied
1152,Female,FALSE,3.31,STEM,Black,660,6,Investment Banking,Waitlist
1153,Male,FALSE,3.38,Humanities,White,680,5,Investment Banking,Denied
1154,Female,TRUE,3.23,Humanities,,610,6,PE/VC,Denied
1155,Male,FALSE,3.44,Humanities,Black,680,6,Nonprofit/Gov,Denied
1156,Female,FALSE,3.19,STEM,White,680,4,Nonprofit/Gov,Denied
1157,Male,TRUE,3.32,Humanities,,710,6,Nonprofit/Gov,Admit
1158,Male,FALSE,3.32,Business,Asian,770,5,Health Care,Admit
1159,Male,FALSE,2.81,Business,White,570,5,Consulting,Denied
1160,Female,TRUE,2.97,Business,,600,2,Consulting,Denied
1161,Female,FALSE,3.53,Humanities,Asian,780,5,Consulting,Denied
1162,Male,TRUE,3.33,STEM,,680,4,Nonprofit/Gov,Denied
1163,Male,TRUE,3.06,STEM,,610,3,Technology,Denied
1164,Male,FALSE,3.24,Humanities,White,670,4,Investment Banking,Waitlist
1165,Male,FALSE,3.32,Humanities,White,720,5,PE/VC,Denied
1166,Male,FALSE,3.61,Humanities,Black,760,3,Financial Services,Denied
1167,Male,TRUE,3.23,Humanities,,630,4,Technology,Denied
1168,Male,FALSE,3.47,STEM,Black,700,5,Nonprofit/Gov,Admit
1169,Male,FALSE,3.13,Humanities,Black,620,5,Consulting,Denied
1170,Female,FALSE,3.47,STEM,White,740,3,Technology,Admit
1171,Male,FALSE,3.28,Humanities,Black,680,5,Investment Banking,Denied
1172,Female,FALSE,3.15,Humanities,Asian,610,5,CPG,Denied
1173,Male,FALSE,3.28,Humanities,White,590,5,Health Care,Denied
1174,Male,TRUE,3.35,STEM,,630,4,Real Estate,Denied
1175,Female,TRUE,3.31,STEM,,680,6,Consulting,Admit
1176,Male,FALSE,3.06,Humanities,White,660,5,Consulting,Denied
1177,Male,FALSE,3.2,Humanities,Asian,680,5,Technology,Denied
1178,Female,FALSE,3.24,STEM,Asian,610,6,Retail,Denied
1179,Male,FALSE,3.28,Business,White,690,6,Technology,Denied
1180,Female,TRUE,3.2,Business,,640,5,Consulting,Denied
1181,Female,FALSE,3.25,STEM,White,670,5,Investment Banking,Denied
1182,Female,FALSE,3.26,STEM,White,720,4,Financial Services,Admit
1183,Male,TRUE,2.91,STEM,,580,3,PE/VC,Denied
1184,Female,FALSE,2.95,STEM,Black,570,4,Media/Entertainment,Denied
1185,Female,FALSE,3.3,Humanities,Hispanic,650,5,Media/Entertainment,Denied
1186,Male,FALSE,3.2,Humanities,Asian,640,4,Technology,Denied
1187,Female,FALSE,3.74,Humanities,White,760,4,Nonprofit/Gov,Admit
1188,Male,TRUE,3.49,Business,,690,6,PE/VC,Denied
1189,Male,FALSE,3.38,Humanities,Other,700,6,Consulting,Waitlist
1190,Male,TRUE,3.25,Humanities,,710,3,Health Care,Denied
1191,Male,TRUE,3.12,Humanities,,620,7,Consulting,Denied
1192,Female,TRUE,3.55,Humanities,,670,3,Nonprofit/Gov,Denied
1193,Male,FALSE,3.34,STEM,White,620,6,Investment Banking,Denied
1194,Male,FALSE,3.02,Humanities,Black,590,4,Nonprofit/Gov,Denied
1195,Male,TRUE,3.4,Business,,650,4,Nonprofit/Gov,Denied
1196,Male,FALSE,3.59,Humanities,Black,710,6,Investment Banking,Denied
1197,Male,FALSE,3.5,STEM,Black,730,5,Other,Admit
1198,Male,TRUE,3.24,STEM,,620,5,Financial Services,Denied
1199,Male,FALSE,3.35,Humanities,Black,670,5,Energy,Admit
1200,Female,FALSE,3.18,STEM,Asian,650,6,Nonprofit/Gov,Denied
1201,Male,FALSE,3.56,Humanities,Black,650,5,Consulting,Denied
1202,Male,FALSE,3.24,STEM,Hispanic,570,7,Consulting,Denied
1203,Male,FALSE,3.13,STEM,White,620,5,Consulting,Denied
1204,Female,FALSE,3.26,Humanities,Black,760,6,Consulting,Denied
1205,Male,TRUE,3.11,Humanities,,600,3,PE/VC,Denied
1206,Female,TRUE,3.09,Business,,620,5,Other,Denied
1207,Female,FALSE,3.18,Humanities,White,630,6,Technology,Denied
1208,Male,FALSE,3.13,STEM,Black,660,5,PE/VC,Denied
1209,Male,TRUE,3.27,Humanities,,760,6,Consulting,Denied
1210,Male,TRUE,3.41,Business,,620,3,Technology,Denied
1211,Male,FALSE,2.89,Humanities,White,570,9,Consulting,Denied
1212,Male,TRUE,3.24,Humanities,,710,6,Health Care,Denied
1213,Male,FALSE,3.18,STEM,Black,650,4,Investment Management,Denied
1214,Female,FALSE,3.18,Humanities,Black,600,5,Nonprofit/Gov,Denied
1215,Female,FALSE,3.11,STEM,Asian,680,5,Technology,Denied
1216,Female,FALSE,3.12,Humanities,White,570,6,Investment Banking,Denied
1217,Male,FALSE,3.17,Humanities,White,630,5,Technology,Denied
1218,Male,TRUE,3.34,Humanities,,660,5,Health Care,Admit
1219,Female,FALSE,3.25,Humanities,White,600,4,Technology,Denied
1220,Female,FALSE,3.25,Business,White,630,3,Financial Services,Denied
1221,Male,FALSE,3.24,STEM,White,640,5,Nonprofit/Gov,Denied
1222,Male,FALSE,3.2,Humanities,White,660,7,Financial Services,Denied
1223,Female,FALSE,3.36,Humanities,Other,640,5,PE/VC,Denied
1224,Male,TRUE,3.23,STEM,,620,5,Technology,Denied
1225,Male,TRUE,3.02,Humanities,,570,6,PE/VC,Denied
1226,Female,FALSE,3.35,STEM,White,680,4,Investment Banking,Denied
1227,Female,FALSE,3.28,Humanities,Hispanic,620,4,Consulting,Denied
1228,Male,FALSE,2.97,Business,Asian,580,6,PE/VC,Denied
1229,Female,FALSE,3.22,Business,White,590,5,Consulting,Denied
1230,Male,FALSE,3.37,STEM,Asian,740,7,Investment Banking,Denied
1231,Male,FALSE,3.18,Humanities,Black,610,5,Nonprofit/Gov,Denied
1232,Male,FALSE,3.04,Humanities,White,600,6,Financial Services,Denied
1233,Male,FALSE,3.07,Business,Black,640,4,Health Care,Denied
1234,Male,TRUE,3.06,Business,,630,5,Technology,Denied
1235,Female,FALSE,3.23,STEM,Black,630,4,Consulting,Denied
1236,Male,TRUE,3.45,Humanities,,720,7,PE/VC,Denied
1237,Male,TRUE,2.96,Business,,590,6,Investment Banking,Denied
1238,Male,TRUE,3.14,STEM,,660,4,Other,Denied
1239,Male,FALSE,3.29,Humanities,Other,770,5,Financial Services,Admit
1240,Male,FALSE,3.34,STEM,Black,600,5,Consulting,Denied
1241,Female,FALSE,3.23,Humanities,Hispanic,710,5,Nonprofit/Gov,Denied
1242,Male,FALSE,3.15,STEM,White,620,5,Consulting,Denied
1243,Male,TRUE,3.22,STEM,,620,5,PE/VC,Denied
1244,Female,FALSE,3.19,Business,Hispanic,590,4,Nonprofit/Gov,Denied
1245,Male,FALSE,3.41,STEM,White,640,4,CPG,Denied
1246,Male,FALSE,3.19,STEM,Black,590,5,Investment Banking,Denied
1247,Male,TRUE,3.29,Business,,700,4,Technology,Denied
1248,Male,FALSE,3.29,STEM,White,600,6,Other,Denied
1249,Male,TRUE,3.21,STEM,,720,5,Health Care,Denied
1250,Female,TRUE,3.32,STEM,,620,4,Consulting,Denied
1251,Male,FALSE,3.37,STEM,Other,580,4,Consulting,Denied
1252,Male,TRUE,3.31,Humanities,,630,5,Consulting,Denied
1253,Female,FALSE,3.2,Humanities,White,570,3,Consulting,Denied
1254,Male,FALSE,3.14,STEM,White,590,5,Nonprofit/Gov,Denied
1255,Male,TRUE,3.22,Business,,620,5,Consulting,Denied
1256,Female,FALSE,3.29,STEM,White,620,6,PE/VC,Denied
1257,Female,TRUE,3.3,Humanities,,600,4,Health Care,Denied
1258,Female,FALSE,3.11,STEM,Asian,720,6,Consulting,Denied
1259,Male,FALSE,3.12,Humanities,Black,610,5,Investment Banking,Denied
1260,Male,TRUE,2.99,Humanities,,580,7,Consulting,Denied
1261,Male,FALSE,3.24,Humanities,Black,720,7,Consulting,Denied
1262,Female,FALSE,3.09,Humanities,Asian,660,5,Financial Services,Denied
1263,Female,FALSE,3.05,Humanities,Asian,590,5,Financial Services,Denied
1264,Female,FALSE,3.21,Business,White,630,5,Financial Services,Denied
1265,Male,TRUE,3.37,Humanities,,670,7,Media/Entertainment,Denied
1266,Male,FALSE,3.27,Humanities,Asian,670,5,PE/VC,Denied
1267,Female,FALSE,3.19,Business,Black,620,6,Media/Entertainment,Denied
1268,Male,FALSE,3.25,STEM,White,680,5,Investment Management,Admit
1269,Female,FALSE,3.32,Humanities,Asian,610,6,PE/VC,Denied
1270,Male,FALSE,3.34,STEM,White,670,4,PE/VC,Denied
1271,Female,FALSE,3.14,Business,White,610,5,CPG,Denied
1272,Female,TRUE,3.27,Humanities,,690,6,Consulting,Admit
1273,Female,FALSE,3.35,Business,White,580,4,CPG,Denied
1274,Female,TRUE,3.08,Business,,680,4,Technology,Denied
1275,Male,FALSE,3.06,Humanities,White,630,4,Consulting,Denied
1276,Female,TRUE,3.12,Humanities,,600,6,Consulting,Denied
1277,Male,TRUE,3.28,Business,,640,5,PE/VC,Denied
1278,Male,FALSE,2.82,STEM,Asian,570,6,Other,Denied
1279,Female,FALSE,3.19,STEM,White,680,5,Nonprofit/Gov,Denied
1280,Female,FALSE,3.16,STEM,Black,570,5,Consulting,Denied
1281,Male,FALSE,3.11,STEM,Hispanic,660,4,Investment Banking,Denied
1282,Female,FALSE,3.29,Humanities,Asian,690,3,Consulting,Denied
1283,Male,TRUE,3.15,Humanities,,600,5,Investment Banking,Denied
1284,Female,TRUE,3.28,STEM,,610,5,Health Care,Denied
1285,Male,FALSE,3.2,Humanities,Black,670,5,Other,Denied
1286,Male,FALSE,3.08,STEM,Asian,640,5,Consulting,Denied
1287,Male,TRUE,3.24,Humanities,,670,4,Consulting,Denied
1288,Female,FALSE,3.34,STEM,White,620,6,Financial Services,Denied
1289,Male,FALSE,3.2,STEM,Other,660,6,Consulting,Denied
1290,Male,FALSE,3.19,STEM,Hispanic,690,5,Consulting,Denied
1291,Male,FALSE,3.27,STEM,Black,600,5,Technology,Denied
1292,Female,FALSE,3.65,Business,White,660,5,Investment Banking,Admit
1293,Male,FALSE,3.41,Humanities,Asian,770,5,Consulting,Denied
1294,Male,TRUE,2.93,Humanities,,610,7,Consulting,Denied
1295,Male,TRUE,3.33,STEM,,730,5,Investment Management,Admit
1296,Male,FALSE,3.21,Business,Hispanic,670,4,PE/VC,Denied
1297,Female,FALSE,3.23,STEM,White,710,4,Consulting,Admit
1298,Female,FALSE,3.15,Business,White,660,7,Other,Denied
1299,Male,FALSE,3.16,STEM,Black,660,6,Health Care,Denied
1300,Male,FALSE,3.55,Humanities,Asian,670,3,Investment Management,Admit
1301,Female,FALSE,3.32,STEM,Black,670,4,Nonprofit/Gov,Denied
1302,Female,FALSE,3.51,Humanities,Hispanic,740,5,Financial Services,Admit
1303,Male,FALSE,3.1,STEM,Asian,680,5,Technology,Denied
1304,Male,FALSE,2.97,Business,Other,570,4,Consulting,Denied
1305,Male,FALSE,3.2,STEM,Other,680,6,Financial Services,Denied
1306,Male,FALSE,3.11,Humanities,Hispanic,630,4,Nonprofit/Gov,Denied
1307,Female,FALSE,3.28,Business,Black,650,5,Technology,Denied
1308,Female,TRUE,3.21,Humanities,,640,5,CPG,Denied
1309,Male,TRUE,3.51,STEM,,710,5,Other,Denied
1310,Male,FALSE,2.78,Humanities,Black,570,5,Technology,Denied
1311,Male,TRUE,3.17,Business,,610,5,Consulting,Denied
1312,Female,TRUE,3.24,Business,,670,4,Other,Denied
1313,Female,TRUE,3.31,Humanities,,690,6,PE/VC,Denied
1314,Female,FALSE,3.27,Business,Black,630,5,Consulting,Denied
1315,Female,FALSE,3.33,STEM,Hispanic,680,5,PE/VC,Admit
1316,Male,FALSE,3.22,STEM,Other,730,4,Consulting,Denied
1317,Male,FALSE,3.17,Humanities,Hispanic,630,4,Nonprofit/Gov,Denied
1318,Female,FALSE,3.28,STEM,Hispanic,680,5,Other,Denied
1319,Male,FALSE,3.47,STEM,White,700,6,Investment Banking,Denied
1320,Male,FALSE,3.36,Humanities,Black,590,4,PE/VC,Denied
1321,Female,FALSE,3.14,Business,White,700,4,Nonprofit/Gov,Denied
1322,Female,FALSE,3.36,STEM,Black,640,5,Consulting,Denied
1323,Female,FALSE,3.23,STEM,White,650,5,Investment Banking,Denied
1324,Female,FALSE,3.26,STEM,Black,710,5,Technology,Denied
1325,Male,FALSE,3.17,Humanities,White,570,5,Media/Entertainment,Denied
1326,Female,TRUE,3.46,Business,,580,5,Technology,Denied
1327,Female,FALSE,3.51,STEM,Hispanic,630,6,Consulting,Denied
1328,Male,TRUE,2.89,Humanities,,570,6,PE/VC,Denied
1329,Male,FALSE,3.29,STEM,Black,660,4,Consulting,Denied
1330,Male,FALSE,3.31,STEM,Asian,710,4,Technology,Denied
1331,Female,TRUE,3.26,Business,,620,5,Consulting,Denied
1332,Male,FALSE,3.22,STEM,White,660,7,Nonprofit/Gov,Denied
1333,Female,FALSE,3.35,Humanities,White,650,5,Investment Banking,Denied
1334,Female,TRUE,3.3,Humanities,,620,4,PE/VC,Denied
1335,Female,FALSE,3.03,Humanities,Asian,580,5,Nonprofit/Gov,Denied
1336,Female,FALSE,3.13,STEM,Hispanic,580,6,Consulting,Denied
1337,Male,FALSE,3.18,Business,Asian,650,5,Financial Services,Denied
1338,Male,FALSE,3.37,Business,Asian,720,4,Technology,Denied
1339,Female,FALSE,3.13,Business,Asian,640,4,Consulting,Denied
1340,Female,FALSE,3.38,Humanities,Asian,670,6,Investment Banking,Admit
1341,Male,FALSE,3.09,STEM,Asian,630,6,Technology,Denied
1342,Female,TRUE,3.19,STEM,,630,6,Technology,Denied
1343,Male,FALSE,3.11,Business,Hispanic,650,5,Investment Banking,Denied
1344,Male,FALSE,3.37,Humanities,Asian,670,4,PE/VC,Denied
1345,Female,FALSE,3.44,Humanities,Asian,730,5,Consulting,Denied
1346,Male,TRUE,3.47,STEM,,720,7,Investment Banking,Admit
1347,Male,TRUE,3.31,Humanities,,690,4,PE/VC,Admit
1348,Female,TRUE,3.2,Humanities,,720,6,Nonprofit/Gov,Denied
1349,Female,TRUE,3.3,Humanities,,620,1,PE/VC,Denied
1350,Male,TRUE,3.36,STEM,,650,5,Technology,Denied
1351,Male,FALSE,3.01,Humanities,White,600,5,Investment Banking,Denied
1352,Male,FALSE,3.25,Business,White,570,5,Real Estate,Denied
1353,Female,FALSE,3.26,Humanities,Other,670,4,Nonprofit/Gov,Denied
1354,Male,FALSE,3.27,Business,Asian,620,6,Consulting,Denied
1355,Male,TRUE,3.27,Humanities,,610,6,Financial Services,Denied
1356,Male,TRUE,3.4,STEM,,690,5,Investment Banking,Admit
1357,Male,TRUE,3.16,STEM,,660,6,Nonprofit/Gov,Denied
1358,Male,TRUE,3.45,Humanities,,720,5,PE/VC,Admit
1359,Female,FALSE,3.4,Humanities,White,690,7,Investment Banking,Denied
1360,Female,FALSE,3.43,Humanities,Black,670,5,Consulting,Admit
1361,Male,FALSE,2.93,Humanities,White,570,5,Nonprofit/Gov,Denied
1362,Male,FALSE,3.4,Humanities,Other,710,4,Health Care,Denied
1363,Male,FALSE,3.16,STEM,White,590,5,Consulting,Denied
1364,Male,FALSE,2.87,Humanities,Asian,600,7,Nonprofit/Gov,Denied
1365,Male,TRUE,3.18,STEM,,640,6,Consulting,Denied
1366,Male,TRUE,3.29,STEM,,610,4,Investment Banking,Denied
1367,Male,FALSE,3.1,Business,White,690,4,Investment Banking,Denied
1368,Female,FALSE,3.36,Business,Asian,710,5,Consulting,Denied
1369,Female,FALSE,3.05,STEM,White,620,6,Consulting,Denied
1370,Male,FALSE,3.22,Humanities,Hispanic,620,6,CPG,Denied
1371,Female,TRUE,3.28,Humanities,,600,4,PE/VC,Denied
1372,Male,TRUE,2.96,Humanities,,590,3,PE/VC,Denied
1373,Female,FALSE,3.13,Business,Black,610,5,Other,Denied
1374,Male,TRUE,3.23,Business,,600,5,Investment Banking,Denied
1375,Female,FALSE,3.58,Humanities,Asian,740,6,Consulting,Denied
1376,Male,TRUE,3.12,Business,,630,5,Investment Banking,Denied
1377,Male,FALSE,3.58,STEM,Black,660,5,Technology,Admit
1378,Male,TRUE,3.21,STEM,,670,6,Investment Banking,Denied
1379,Male,FALSE,3.28,Business,Asian,620,5,Nonprofit/Gov,Denied
1380,Female,FALSE,3.34,Humanities,Hispanic,670,4,Consulting,Denied
1381,Male,FALSE,3.53,Business,White,690,5,Nonprofit/Gov,Admit
1382,Female,FALSE,3.32,Humanities,Other,670,5,Consulting,Admit
1383,Female,FALSE,3.13,Business,Other,660,3,Investment Banking,Denied
1384,Male,FALSE,3.4,Business,Asian,680,4,Nonprofit/Gov,Denied
1385,Male,FALSE,3.31,STEM,Black,720,6,Health Care,Denied
1386,Female,FALSE,3.5,Humanities,Black,650,5,Investment Management,Denied
1387,Female,TRUE,3.33,Business,,620,5,Consulting,Denied
1388,Female,FALSE,3.41,STEM,Asian,750,5,Financial Services,Admit
1389,Male,FALSE,3.1,Business,Asian,720,5,Technology,Denied
1390,Male,FALSE,3.06,Humanities,Hispanic,610,4,Nonprofit/Gov,Denied
1391,Male,TRUE,3.08,Humanities,,580,6,Consulting,Denied
1392,Female,TRUE,3.39,Business,,680,6,Consulting,Denied
1393,Male,TRUE,3.16,Business,,660,6,Nonprofit/Gov,Denied
1394,Female,FALSE,3.36,Humanities,White,670,5,Investment Banking,Denied
1395,Male,TRUE,3.07,Business,,600,5,Financial Services,Denied
1396,Male,TRUE,3.49,STEM,,670,5,Consulting,Admit
1397,Male,TRUE,3.25,Business,,630,6,Technology,Denied
1398,Male,TRUE,3.31,STEM,,670,6,Investment Management,Denied
1399,Male,TRUE,3.13,STEM,,610,4,Investment Banking,Denied
1400,Female,TRUE,3.37,Business,,740,4,Consulting,Denied
1401,Male,FALSE,3.31,STEM,Black,680,6,PE/VC,Denied
1402,Female,FALSE,3.02,Humanities,Black,610,4,Consulting,Denied
1403,Male,FALSE,3.32,Business,White,650,6,Consulting,Denied
1404,Male,FALSE,3.33,Humanities,Asian,620,5,PE/VC,Denied
1405,Male,FALSE,3.3,STEM,Asian,630,5,Health Care,Denied
1406,Male,FALSE,3.34,Business,Hispanic,620,6,Nonprofit/Gov,Denied
1407,Male,FALSE,3.37,Business,Black,610,4,Nonprofit/Gov,Denied
1408,Male,TRUE,3.23,Business,,620,6,Consulting,Denied
1409,Male,FALSE,3.31,STEM,Other,630,6,Other,Denied
1410,Female,FALSE,3.21,Business,Hispanic,570,6,Consulting,Denied
1411,Male,FALSE,3.25,Humanities,White,630,4,Investment Banking,Denied
1412,Female,FALSE,3.2,Business,Other,710,5,PE/VC,Denied
1413,Male,FALSE,3.23,Business,Hispanic,660,5,Media/Entertainment,Denied
1414,Male,TRUE,3.58,Humanities,,690,4,Consulting,Denied
1415,Male,FALSE,3.2,STEM,White,730,4,Consulting,Denied
1416,Male,FALSE,3.4,Humanities,Other,640,4,Investment Banking,Denied
1417,Male,FALSE,3.27,Business,Black,660,3,Real Estate,Denied
1418,Male,FALSE,3.05,Business,Black,640,5,Consulting,Denied
1419,Male,FALSE,3.25,Humanities,Other,660,4,Consulting,Denied
1420,Male,FALSE,3.23,STEM,Asian,610,6,Consulting,Denied
1421,Male,FALSE,3.51,Business,White,740,5,Investment Banking,Admit
1422,Female,FALSE,3.19,Humanities,Hispanic,630,4,Nonprofit/Gov,Denied
1423,Male,TRUE,3.48,STEM,,620,4,PE/VC,Denied
1424,Male,FALSE,3.1,Business,White,670,7,Consulting,Denied
1425,Female,FALSE,3.37,Business,Asian,710,7,PE/VC,Denied
1426,Female,FALSE,3.06,STEM,Other,590,5,Technology,Denied
1427,Male,FALSE,3.25,Humanities,White,650,4,Consulting,Denied
1428,Female,FALSE,3.21,Business,White,700,6,Technology,Denied
1429,Female,TRUE,3.05,Business,,660,6,Consulting,Denied
1430,Male,FALSE,3.06,Humanities,Black,610,7,Financial Services,Denied
1431,Male,FALSE,3.17,STEM,Asian,640,4,Investment Banking,Denied
1432,Male,TRUE,3.29,Humanities,,760,4,CPG,Denied
1433,Male,FALSE,3.26,Humanities,Black,660,6,Retail,Denied
1434,Male,TRUE,3.37,Business,,650,5,Investment Banking,Denied
1435,Female,FALSE,3.44,Humanities,Hispanic,710,6,Consulting,Denied
1436,Male,TRUE,3.62,STEM,,740,6,PE/VC,Denied
1437,Female,TRUE,3.2,Humanities,,580,5,Consulting,Denied
1438,Female,FALSE,3,Humanities,Black,670,3,Financial Services,Denied
1439,Male,TRUE,2.89,STEM,,570,5,PE/VC,Denied
1440,Female,FALSE,3.2,Humanities,Black,580,4,Investment Management,Denied
1441,Male,FALSE,3.35,Humanities,Asian,680,4,PE/VC,Denied
1442,Female,TRUE,3.29,Business,,580,6,Nonprofit/Gov,Denied
1443,Male,FALSE,3.24,STEM,White,690,4,Consulting,Denied
1444,Male,FALSE,3.12,STEM,White,570,5,Health Care,Denied
1445,Female,FALSE,3.34,STEM,Asian,650,7,Health Care,Denied
1446,Female,FALSE,3.18,Humanities,White,730,5,PE/VC,Denied
1447,Female,FALSE,3.42,Humanities,Asian,720,6,Health Care,Admit
1448,Male,FALSE,3.03,STEM,Asian,610,5,Technology,Denied
1449,Female,FALSE,3.29,Humanities,White,690,5,Technology,Denied
1450,Female,FALSE,3.49,STEM,Black,680,4,Consulting,Denied
1451,Male,FALSE,3.11,STEM,White,570,4,PE/VC,Denied
1452,Female,FALSE,3.55,STEM,White,620,5,Nonprofit/Gov,Denied
1453,Male,FALSE,3.1,Humanities,White,660,6,Nonprofit/Gov,Denied
1454,Male,TRUE,3.58,Business,,730,6,Other,Admit
1455,Male,FALSE,3.32,STEM,Asian,740,7,Consulting,Denied
1456,Male,FALSE,3.28,Business,Asian,640,4,Investment Banking,Denied
1457,Female,FALSE,3.3,Humanities,Black,670,6,PE/VC,Waitlist
1458,Male,TRUE,3.31,STEM,,680,4,Consulting,Admit
1459,Female,FALSE,3.19,Business,Asian,720,4,Consulting,Denied
1460,Male,FALSE,3.39,STEM,Other,670,4,Technology,Denied
1461,Male,FALSE,3.17,STEM,Black,570,6,Financial Services,Denied
1462,Male,TRUE,3.32,Humanities,,720,6,Consulting,Denied
1463,Female,FALSE,3.45,Humanities,Asian,690,5,CPG,Admit
1464,Female,TRUE,3.23,Humanities,,630,4,Technology,Denied
1465,Female,TRUE,2.96,STEM,,600,5,Financial Services,Denied
1466,Female,FALSE,3.11,Business,Asian,630,5,Technology,Denied
1467,Female,TRUE,3.38,Humanities,,680,5,Consulting,Denied
1468,Male,TRUE,3.37,Business,,640,5,PE/VC,Denied
1469,Male,FALSE,3.25,Business,Black,620,4,Consulting,Denied
1470,Male,TRUE,3.15,Business,,610,7,Consulting,Denied
1471,Female,FALSE,3.28,STEM,Hispanic,660,5,PE/VC,Denied
1472,Male,FALSE,3.4,Business,White,750,6,PE/VC,Denied
1473,Female,FALSE,3.17,Humanities,Hispanic,700,5,Real Estate,Denied
1474,Male,FALSE,3.19,STEM,White,660,6,Health Care,Denied
1475,Female,FALSE,3.38,Business,Black,650,4,CPG,Denied
1476,Female,FALSE,3.2,Business,White,580,6,Consulting,Denied
1477,Male,FALSE,3,STEM,White,630,6,Nonprofit/Gov,Denied
1478,Female,FALSE,3.54,STEM,Other,590,5,Financial Services,Denied
1479,Male,FALSE,3.03,STEM,Asian,640,5,Consulting,Denied
